ID_Venta,Cantidad_Items_Total,Variedad_Items_Ticket,Subtotal_Total,Gasto_Utiles,Gasto_Fotocopiadora,Gasto_Otros,Precio_Promedio_Item,Ratio_Utiles,Departamento_Dominante,Es_Outlier_Monto,Segmento_Volumen_Ticket
VTA-0000248,1,1,7.0,7.0,0.0,0.0,7.0,1.0,UTILES,False,Estándar Minorista
VTA-0000249,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000250,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000251,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000252,4,1,4.0,0.0,4.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000253,21,2,25.0,0.0,25.0,0.0,1.1905,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000254,1,1,6.5,6.5,0.0,0.0,6.5,1.0,UTILES,False,Estándar Minorista
VTA-0000255,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000256,75,1,6.0,0.0,6.0,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000257,82,1,6.6,0.0,6.6,0.0,0.0805,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000258,77,1,6.2,0.0,6.2,0.0,0.0805,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000259,46,1,3.7,0.0,3.7,0.0,0.0804,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000260,1,1,0.5,0.0,0.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000261,5,1,5.0,0.0,5.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000262,2,1,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000263,1,1,7.0,7.0,0.0,0.0,7.0,1.0,UTILES,False,Estándar Minorista
VTA-0000264,1,1,1.2,1.2,0.0,0.0,1.2,1.0,UTILES,False,Estándar Minorista
VTA-0000265,1,1,1.2,1.2,0.0,0.0,1.2,1.0,UTILES,False,Estándar Minorista
VTA-0000266,1,1,2.0,0.0,2.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000267,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000268,3,3,5.0,5.0,0.0,0.0,1.6667,1.0,UTILES,False,Estándar Minorista
VTA-0000269,3,1,1.5,0.0,1.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000270,69,1,5.5,0.0,5.5,0.0,0.0797,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000271,4,1,2.0,2.0,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000272,10,2,9.9,9.9,0.0,0.0,0.99,1.0,UTILES,False,Estándar Minorista
VTA-0000273,5,1,5.0,0.0,5.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000274,45,1,3.6,0.0,3.6,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000275,90,1,7.2,0.0,7.2,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000276,1,1,6.5,6.5,0.0,0.0,6.5,1.0,UTILES,False,Estándar Minorista
VTA-0000277,2,2,3.5,3.5,0.0,0.0,1.75,1.0,UTILES,False,Estándar Minorista
VTA-0000278,100,1,8.0,0.0,8.0,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000279,21,1,1.7,0.0,1.7,0.0,0.081,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000280,16,1,1.3,0.0,1.3,0.0,0.0812,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000281,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000282,3,1,3.0,0.0,3.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000283,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000284,2,1,0.2,0.0,0.2,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000285,5,1,10.0,0.0,10.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000286,6,1,12.0,0.0,12.0,0.0,2.0,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000287,6,1,12.0,0.0,12.0,0.0,2.0,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000288,4,1,4.0,0.0,4.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000289,2,1,4.0,0.0,4.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000290,2,1,4.0,0.0,4.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000291,1,1,2.0,0.0,2.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000292,2,1,2.0,0.0,2.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000293,1,1,6.5,6.5,0.0,0.0,6.5,1.0,UTILES,False,Estándar Minorista
VTA-0000294,2,1,4.0,4.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000295,16,1,16.0,0.0,16.0,0.0,1.0,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000296,4,1,4.0,0.0,4.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000297,1,1,5.0,5.0,0.0,0.0,5.0,1.0,UTILES,False,Estándar Minorista
VTA-0000298,10,1,1.0,0.0,1.0,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000299,21,2,2.6,1.0,1.6,0.0,0.1238,0.3846,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000300,15,1,1.2,0.0,1.2,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000301,2,1,1.0,1.0,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000302,15,1,15.0,0.0,15.0,0.0,1.0,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000303,1,1,2.0,0.0,2.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000304,3,1,3.0,0.0,3.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000305,2,2,7.0,7.0,0.0,0.0,3.5,1.0,UTILES,False,Estándar Minorista
VTA-0000306,2352,1,188.2,0.0,188.2,0.0,0.08,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000307,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000308,1,1,1.0,0.0,1.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000309,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000310,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000311,1,1,7.0,7.0,0.0,0.0,7.0,1.0,UTILES,False,Estándar Minorista
VTA-0000312,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000313,1,1,1.0,0.0,1.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000314,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000315,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000316,2,1,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000317,116,1,9.3,0.0,9.3,0.0,0.0802,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000318,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000319,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000320,24,1,12.0,0.0,12.0,0.0,0.5,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000321,4,1,4.0,0.0,4.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000322,1,1,1.0,0.0,1.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000323,4,2,1.6,1.6,0.0,0.0,0.4,1.0,UTILES,False,Estándar Minorista
VTA-0000324,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000325,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000326,88,1,7.0,0.0,7.0,0.0,0.0795,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000327,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000328,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000329,13,2,3.9,3.9,0.0,0.0,0.3,1.0,UTILES,False,Estándar Minorista
VTA-0000330,1,1,0.1,0.0,0.1,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000331,1,1,0.1,0.0,0.1,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000332,6,1,1.2,1.2,0.0,0.0,0.2,1.0,UTILES,False,Estándar Minorista
VTA-0000333,1,1,5.0,5.0,0.0,0.0,5.0,1.0,UTILES,False,Estándar Minorista
VTA-0000334,79,1,6.3,0.0,6.3,0.0,0.0797,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000335,35,1,2.8,0.0,2.8,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000336,2,1,0.4,0.4,0.0,0.0,0.2,1.0,UTILES,False,Estándar Minorista
VTA-0000337,1,1,4.0,4.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000338,1,1,3.5,3.5,0.0,0.0,3.5,1.0,UTILES,False,Estándar Minorista
VTA-0000339,2,1,1.0,1.0,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000340,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000341,5,3,4.2,4.2,0.0,0.0,0.84,1.0,UTILES,False,Estándar Minorista
VTA-0000342,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000343,2,2,2.5,2.5,0.0,0.0,1.25,1.0,UTILES,False,Estándar Minorista
VTA-0000344,2,2,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000345,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000346,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000347,1,1,4.0,4.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000348,1,1,4.0,4.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000349,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000350,1,1,4.0,4.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000351,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000352,116,1,9.3,0.0,9.3,0.0,0.0802,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000353,2,2,8.5,8.5,0.0,0.0,4.25,1.0,UTILES,False,Estándar Minorista
VTA-0000354,2,1,2.0,0.0,2.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000355,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000356,2,1,2.0,0.0,2.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000357,36,1,2.9,0.0,2.9,0.0,0.0806,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000358,2,1,1.0,0.0,1.0,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000359,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000360,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000361,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000362,3,1,3.0,0.0,3.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000363,2,1,1.2,1.2,0.0,0.0,0.6,1.0,UTILES,False,Estándar Minorista
VTA-0000364,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000365,3,1,0.6,0.0,0.6,0.0,0.2,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000366,60,1,4.8,0.0,4.8,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000367,863,1,69.0,0.0,69.0,0.0,0.08,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000368,2,1,2.4,2.4,0.0,0.0,1.2,1.0,UTILES,False,Estándar Minorista
VTA-0000369,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000370,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000371,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000372,2,2,3.0,3.0,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000373,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000374,1200,1,96.0,0.0,96.0,0.0,0.08,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000375,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000376,2,2,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000377,2,2,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000378,1,1,1.0,0.0,1.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000379,1,1,1.0,0.0,1.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000380,1,1,2.0,0.0,2.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000381,3,1,0.6,0.0,0.6,0.0,0.2,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000382,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000383,28,1,2.2,0.0,2.2,0.0,0.0786,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000384,59,1,4.7,0.0,4.7,0.0,0.0797,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000385,13,9,20.0,20.0,0.0,0.0,1.5385,1.0,UTILES,True,Mayorista / Compra Atípica
VTA-0000386,1,1,0.6,0.0,0.6,0.0,0.6,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000387,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000388,66,1,5.3,0.0,5.3,0.0,0.0803,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000389,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000390,3,1,3.0,0.0,3.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000391,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000392,41,1,3.3,0.0,3.3,0.0,0.0805,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000393,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000394,1,1,2.0,0.0,2.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000395,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000396,10,1,2.0,2.0,0.0,0.0,0.2,1.0,UTILES,False,Estándar Minorista
VTA-0000397,2,1,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000398,55,1,4.4,0.0,4.4,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000399,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000400,48,1,3.8,0.0,3.8,0.0,0.0792,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000401,3,1,1.5,1.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000402,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000403,1,1,1.0,0.0,1.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000404,10,1,5.0,0.0,5.0,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000405,1,1,0.1,0.0,0.1,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000406,1,1,1.0,0.0,1.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000407,43,1,3.4,0.0,3.4,0.0,0.0791,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000408,3,1,1.5,0.0,1.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000409,224,1,17.9,0.0,17.9,0.0,0.0799,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000410,23,18,75.5,75.5,0.0,0.0,3.2826,1.0,UTILES,True,Mayorista / Compra Atípica
VTA-0000411,2,2,4.0,4.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000412,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000413,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000414,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000415,2,1,2.0,0.0,2.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000416,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000417,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000418,1,1,6.5,6.5,0.0,0.0,6.5,1.0,UTILES,False,Estándar Minorista
VTA-0000419,57,1,4.6,0.0,4.6,0.0,0.0807,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000420,65,2,7.3,0.0,7.3,0.0,0.1123,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000421,50,1,4.0,0.0,4.0,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000422,4,2,6.0,6.0,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000423,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000424,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000425,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000426,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000427,1,1,1.2,1.2,0.0,0.0,1.2,1.0,UTILES,False,Estándar Minorista
VTA-0000428,1,1,4.0,4.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000429,1,1,2.0,0.0,2.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000430,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000431,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000432,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000433,2,1,6.0,6.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000434,45,1,22.5,0.0,22.5,0.0,0.5,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000435,1,1,0.5,0.0,0.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000436,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000437,2,1,2.0,0.0,2.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000438,51,1,4.1,0.0,4.1,0.0,0.0804,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000439,79,1,6.3,0.0,6.3,0.0,0.0797,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000440,1,1,9.0,9.0,0.0,0.0,9.0,1.0,UTILES,False,Estándar Minorista
VTA-0000441,22,1,2.2,0.0,2.2,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000442,1,1,1.2,1.2,0.0,0.0,1.2,1.0,UTILES,False,Estándar Minorista
VTA-0000443,10,1,1.0,0.0,1.0,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000444,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000445,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000446,2,2,4.5,4.5,0.0,0.0,2.25,1.0,UTILES,False,Estándar Minorista
VTA-0000447,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000448,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000449,1,1,0.5,0.0,0.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000450,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000451,18,1,1.4,0.0,1.4,0.0,0.0778,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000452,1,1,4.0,4.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000453,2,1,6.0,6.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000454,2,1,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000455,40,1,3.2,0.0,3.2,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000456,1,1,8.0,8.0,0.0,0.0,8.0,1.0,UTILES,False,Estándar Minorista
VTA-0000457,1,1,2.0,0.0,2.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000458,2,1,4.0,4.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000459,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000460,2,1,0.2,0.2,0.0,0.0,0.1,1.0,UTILES,False,Estándar Minorista
VTA-0000461,2,2,6.0,6.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000462,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000463,1,1,1.0,0.0,1.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000464,18,1,1.8,0.0,1.8,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000465,40,1,3.2,0.0,3.2,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000466,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000467,2,1,8.0,8.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000468,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000469,1,1,4.0,4.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000470,1,1,2.5,0.0,2.5,0.0,2.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000471,4,1,2.0,2.0,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000472,2,2,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000473,2,2,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000474,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000475,1,1,0.5,0.0,0.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000476,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000477,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000478,25,1,2.0,0.0,2.0,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000479,65,2,7.3,0.0,7.3,0.0,0.1123,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000480,2,1,1.2,1.2,0.0,0.0,0.6,1.0,UTILES,False,Estándar Minorista
VTA-0000481,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000482,2,2,6.5,6.5,0.0,0.0,3.25,1.0,UTILES,False,Estándar Minorista
VTA-0000483,2,2,3.0,3.0,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000484,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000485,1,1,0.6,0.6,0.0,0.0,0.6,1.0,UTILES,False,Estándar Minorista
VTA-0000486,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000487,54,1,4.3,0.0,4.3,0.0,0.0796,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000488,31,1,2.5,0.0,2.5,0.0,0.0806,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000489,2,1,2.0,0.0,2.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000490,2,1,4.0,4.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000491,3,1,1.5,0.0,1.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000492,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000493,2,2,8.6,8.6,0.0,0.0,4.3,1.0,UTILES,False,Estándar Minorista
VTA-0000494,2,1,4.0,0.0,4.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000495,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000496,1,1,8.0,8.0,0.0,0.0,8.0,1.0,UTILES,False,Estándar Minorista
VTA-0000497,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
