ID,Metodo_Pago,total_monto,ID_Venta,n_items,diversidad_productos,n_departamentos,max_subtotal,std_subtotal,ticket_promedio_item,ratio_diversidad,Cluster_KMeans,Cluster_DBSCAN,Cluster_GMM,Cluster_Final
VTA-0000304,YAPE,3.0,VTA-0000304,3,1,1,3.0,0.0,1.0,0.3333333333333333,1,0,1,1
VTA-0000305,YAPE,7.0,VTA-0000305,2,2,1,4.0,0.7071067811865476,3.5,1.0,2,-1,2,2
VTA-0000307,EFECTIVO,1.0,VTA-0000307,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000308,EFECTIVO,1.0,VTA-0000308,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000309,YAPE,1.0,VTA-0000309,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000310,EFECTIVO,1.0,VTA-0000310,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000311,EFECTIVO,7.0,VTA-0000311,1,1,1,7.0,0.0,7.0,1.0,2,1,0,2
VTA-0000312,EFECTIVO,1.0,VTA-0000312,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000313,EFECTIVO,1.0,VTA-0000313,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000314,EFECTIVO,1.0,VTA-0000314,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000315,YAPE,3.0,VTA-0000315,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000316,EFECTIVO,2.0,VTA-0000316,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000318,EFECTIVO,1.5,VTA-0000318,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000319,EFECTIVO,1.0,VTA-0000319,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000321,YAPE,4.0,VTA-0000321,4,1,1,4.0,0.0,1.0,0.25,1,0,1,1
VTA-0000322,YAPE,1.0,VTA-0000322,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000323,EFECTIVO,1.6,VTA-0000323,4,2,1,1.0,0.282842712474619,0.4,0.5,1,2,1,1
VTA-0000324,EFECTIVO,1.0,VTA-0000324,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000325,YAPE,1.0,VTA-0000325,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000327,EFECTIVO,1.5,VTA-0000327,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000328,EFECTIVO,1.0,VTA-0000328,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000329,YAPE,3.9,VTA-0000329,13,2,1,2.4,0.6363961030678927,0.3,0.15384615384615385,1,-1,1,1
VTA-0000330,YAPE,0.1,VTA-0000330,1,1,1,0.1,0.0,0.1,1.0,0,1,0,0
VTA-0000331,YAPE,0.1,VTA-0000331,1,1,1,0.1,0.0,0.1,1.0,0,1,0,0
VTA-0000332,YAPE,1.2,VTA-0000332,6,1,1,1.2,0.0,0.19999999999999998,0.16666666666666666,1,0,1,1
VTA-0000333,EFECTIVO,5.0,VTA-0000333,1,1,1,5.0,0.0,5.0,1.0,2,1,0,2
VTA-0000336,EFECTIVO,0.4,VTA-0000336,2,1,1,0.4,0.0,0.2,0.5,0,0,0,0
VTA-0000337,EFECTIVO,4.0,VTA-0000337,1,1,1,4.0,0.0,4.0,1.0,0,1,0,0
VTA-0000338,YAPE,3.5,VTA-0000338,1,1,1,3.5,0.0,3.5,1.0,0,1,0,0
VTA-0000339,EFECTIVO,1.0,VTA-0000339,2,1,1,1.0,0.0,0.5,0.5,0,0,0,0
VTA-0000340,YAPE,2.0,VTA-0000340,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000341,EFECTIVO,4.2,VTA-0000341,5,3,1,1.8,0.39999999999999997,0.8400000000000001,0.6,1,-1,1,1
VTA-0000342,EFECTIVO,1.0,VTA-0000342,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000343,YAPE,2.5,VTA-0000343,2,2,1,1.5,0.3535533905932738,1.25,1.0,0,2,2,0
VTA-0000344,EFECTIVO,2.0,VTA-0000344,2,2,1,1.0,0.0,1.0,1.0,0,2,2,0
VTA-0000345,EFECTIVO,2.0,VTA-0000345,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000346,YAPE,3.0,VTA-0000346,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000347,EFECTIVO,4.0,VTA-0000347,1,1,1,4.0,0.0,4.0,1.0,0,1,0,0
VTA-0000348,EFECTIVO,4.0,VTA-0000348,1,1,1,4.0,0.0,4.0,1.0,0,1,0,0
VTA-0000349,EFECTIVO,3.0,VTA-0000349,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000350,EFECTIVO,4.0,VTA-0000350,1,1,1,4.0,0.0,4.0,1.0,0,1,0,0
VTA-0000351,EFECTIVO,1.0,VTA-0000351,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000353,EFECTIVO,8.5,VTA-0000353,2,2,1,4.5,0.3535533905932738,4.25,1.0,2,-1,2,2
VTA-0000354,EFECTIVO,2.0,VTA-0000354,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000355,EFECTIVO,1.5,VTA-0000355,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000356,EFECTIVO,2.0,VTA-0000356,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000358,YAPE,1.0,VTA-0000358,2,1,1,1.0,0.0,0.5,0.5,0,0,0,0
VTA-0000359,YAPE,1.0,VTA-0000359,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000360,EFECTIVO,2.0,VTA-0000360,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000361,YAPE,2.0,VTA-0000361,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000362,YAPE,3.0,VTA-0000362,3,1,1,3.0,0.0,1.0,0.3333333333333333,1,0,1,1
VTA-0000363,YAPE,1.2,VTA-0000363,2,1,1,1.2,0.0,0.6,0.5,0,0,0,0
VTA-0000364,YAPE,1.5,VTA-0000364,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000365,EFECTIVO,0.6,VTA-0000365,3,1,1,0.6,0.0,0.19999999999999998,0.3333333333333333,1,0,1,1
VTA-0000368,YAPE,2.4,VTA-0000368,2,1,1,2.4,0.0,1.2,0.5,0,0,0,0
VTA-0000369,EFECTIVO,1.0,VTA-0000369,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000370,EFECTIVO,2.0,VTA-0000370,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000371,EFECTIVO,1.0,VTA-0000371,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000372,YAPE,3.0,VTA-0000372,2,2,1,2.0,0.7071067811865476,1.5,1.0,0,2,2,0
VTA-0000373,EFECTIVO,3.0,VTA-0000373,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000375,EFECTIVO,1.0,VTA-0000375,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000376,EFECTIVO,2.0,VTA-0000376,2,2,1,1.0,0.0,1.0,1.0,0,2,2,0
VTA-0000377,YAPE,2.0,VTA-0000377,2,2,1,1.0,0.0,1.0,1.0,0,2,2,0
VTA-0000378,YAPE,1.0,VTA-0000378,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000379,YAPE,1.0,VTA-0000379,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000380,EFECTIVO,2.0,VTA-0000380,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000381,YAPE,0.6,VTA-0000381,3,1,1,0.6,0.0,0.19999999999999998,0.3333333333333333,1,0,1,1
VTA-0000382,EFECTIVO,2.5,VTA-0000382,1,1,1,2.5,0.0,2.5,1.0,0,1,0,0
VTA-0000386,EFECTIVO,0.6,VTA-0000386,1,1,1,0.6,0.0,0.6,1.0,0,1,0,0
VTA-0000387,EFECTIVO,3.0,VTA-0000387,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000389,YAPE,1.5,VTA-0000389,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000390,EFECTIVO,3.0,VTA-0000390,3,1,1,3.0,0.0,1.0,0.3333333333333333,1,0,1,1
VTA-0000391,EFECTIVO,3.0,VTA-0000391,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000393,EFECTIVO,1.0,VTA-0000393,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000394,EFECTIVO,2.0,VTA-0000394,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000395,EFECTIVO,2.0,VTA-0000395,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000396,YAPE,2.0,VTA-0000396,10,1,1,2.0,0.0,0.2,0.1,1,0,1,1
VTA-0000397,YAPE,2.0,VTA-0000397,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000399,EFECTIVO,1.0,VTA-0000399,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000401,EFECTIVO,1.5,VTA-0000401,3,1,1,1.5,0.0,0.5,0.3333333333333333,1,0,1,1
VTA-0000402,EFECTIVO,2.5,VTA-0000402,1,1,1,2.5,0.0,2.5,1.0,0,1,0,0
VTA-0000403,EFECTIVO,1.0,VTA-0000403,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000404,YAPE,5.0,VTA-0000404,10,1,1,5.0,0.0,0.5,0.1,1,0,1,1
VTA-0000405,YAPE,0.1,VTA-0000405,1,1,1,0.1,0.0,0.1,1.0,0,1,0,0
VTA-0000406,EFECTIVO,1.0,VTA-0000406,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000408,EFECTIVO,1.5,VTA-0000408,3,1,1,1.5,0.0,0.5,0.3333333333333333,1,0,1,1
VTA-0000411,EFECTIVO,4.0,VTA-0000411,2,2,1,3.0,1.4142135623730951,2.0,1.0,0,2,2,0
VTA-0000412,EFECTIVO,3.0,VTA-0000412,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000413,EFECTIVO,3.0,VTA-0000413,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000414,EFECTIVO,3.0,VTA-0000414,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000415,EFECTIVO,2.0,VTA-0000415,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000416,YAPE,1.0,VTA-0000416,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000417,YAPE,3.0,VTA-0000417,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000418,YAPE,6.5,VTA-0000418,1,1,1,6.5,0.0,6.5,1.0,2,1,0,2
VTA-0000422,YAPE,6.0,VTA-0000422,4,2,1,3.0,0.0,1.5,0.5,1,-1,1,1
VTA-0000423,EFECTIVO,1.0,VTA-0000423,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000424,EFECTIVO,0.5,VTA-0000424,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000425,EFECTIVO,2.0,VTA-0000425,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000426,YAPE,3.0,VTA-0000426,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000427,EFECTIVO,1.2,VTA-0000427,1,1,1,1.2,0.0,1.2,1.0,0,1,0,0
VTA-0000428,EFECTIVO,4.0,VTA-0000428,1,1,1,4.0,0.0,4.0,1.0,0,1,0,0
VTA-0000429,EFECTIVO,2.0,VTA-0000429,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000430,EFECTIVO,3.0,VTA-0000430,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000431,EFECTIVO,1.0,VTA-0000431,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000432,EFECTIVO,1.0,VTA-0000432,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000433,EFECTIVO,6.0,VTA-0000433,2,1,1,6.0,0.0,3.0,0.5,2,0,2,2
VTA-0000435,EFECTIVO,0.5,VTA-0000435,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000436,YAPE,1.5,VTA-0000436,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000437,YAPE,2.0,VTA-0000437,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000440,YAPE,9.0,VTA-0000440,1,1,1,9.0,0.0,9.0,1.0,2,1,0,2
VTA-0000442,EFECTIVO,1.2,VTA-0000442,1,1,1,1.2,0.0,1.2,1.0,0,1,0,0
VTA-0000443,EFECTIVO,1.0,VTA-0000443,10,1,1,1.0,0.0,0.1,0.1,1,0,1,1
VTA-0000444,EFECTIVO,0.5,VTA-0000444,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000445,YAPE,3.0,VTA-0000445,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000446,YAPE,4.5,VTA-0000446,2,2,1,4.0,2.4748737341529163,2.25,1.0,2,-1,2,2
VTA-0000447,EFECTIVO,0.5,VTA-0000447,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000448,EFECTIVO,3.0,VTA-0000448,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000449,EFECTIVO,0.5,VTA-0000449,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000450,EFECTIVO,2.0,VTA-0000450,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000452,YAPE,4.0,VTA-0000452,1,1,1,4.0,0.0,4.0,1.0,0,1,0,0
VTA-0000453,EFECTIVO,6.0,VTA-0000453,2,1,1,6.0,0.0,3.0,0.5,2,0,2,2
VTA-0000454,EFECTIVO,2.0,VTA-0000454,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000456,YAPE,8.0,VTA-0000456,1,1,1,8.0,0.0,8.0,1.0,2,1,0,2
VTA-0000457,YAPE,2.0,VTA-0000457,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000458,EFECTIVO,4.0,VTA-0000458,2,1,1,4.0,0.0,2.0,0.5,0,0,0,0
VTA-0000459,EFECTIVO,1.0,VTA-0000459,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000460,YAPE,0.2,VTA-0000460,2,1,1,0.2,0.0,0.1,0.5,0,0,0,0
VTA-0000461,EFECTIVO,6.0,VTA-0000461,2,2,1,3.0,0.0,3.0,1.0,0,2,2,0
VTA-0000462,YAPE,1.0,VTA-0000462,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000463,YAPE,1.0,VTA-0000463,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000466,EFECTIVO,1.0,VTA-0000466,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000467,YAPE,8.0,VTA-0000467,2,1,1,8.0,0.0,4.0,0.5,2,0,2,2
VTA-0000468,EFECTIVO,2.0,VTA-0000468,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000469,EFECTIVO,4.0,VTA-0000469,1,1,1,4.0,0.0,4.0,1.0,0,1,0,0
VTA-0000470,YAPE,2.5,VTA-0000470,1,1,1,2.5,0.0,2.5,1.0,0,1,0,0
VTA-0000471,YAPE,2.0,VTA-0000471,4,1,1,2.0,0.0,0.5,0.25,1,0,1,1
VTA-0000472,EFECTIVO,2.0,VTA-0000472,2,2,1,1.0,0.0,1.0,1.0,0,2,2,0
VTA-0000473,EFECTIVO,2.0,VTA-0000473,2,2,1,1.0,0.0,1.0,1.0,0,2,2,0
VTA-0000474,EFECTIVO,1.0,VTA-0000474,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000475,EFECTIVO,0.5,VTA-0000475,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000476,EFECTIVO,3.0,VTA-0000476,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000477,EFECTIVO,3.0,VTA-0000477,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000480,EFECTIVO,1.2,VTA-0000480,2,1,1,1.2,0.0,0.6,0.5,0,0,0,0
VTA-0000481,EFECTIVO,1.0,VTA-0000481,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000482,EFECTIVO,6.5,VTA-0000482,2,2,1,5.5,3.181980515339464,3.25,1.0,2,-1,2,2
VTA-0000483,EFECTIVO,3.0,VTA-0000483,2,2,1,2.0,0.7071067811865476,1.5,1.0,0,2,2,0
VTA-0000484,EFECTIVO,3.0,VTA-0000484,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000485,EFECTIVO,0.6,VTA-0000485,1,1,1,0.6,0.0,0.6,1.0,0,1,0,0
VTA-0000486,EFECTIVO,3.0,VTA-0000486,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000489,YAPE,2.0,VTA-0000489,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000490,EFECTIVO,4.0,VTA-0000490,2,1,1,4.0,0.0,2.0,0.5,0,0,0,0
VTA-0000491,YAPE,1.5,VTA-0000491,3,1,1,1.5,0.0,0.5,0.3333333333333333,1,0,1,1
VTA-0000492,EFECTIVO,3.0,VTA-0000492,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000493,EFECTIVO,8.6,VTA-0000493,2,2,1,8.0,5.232590180780452,4.3,1.0,2,-1,2,2
VTA-0000494,EFECTIVO,4.0,VTA-0000494,2,1,1,4.0,0.0,2.0,0.5,0,0,0,0
VTA-0000495,EFECTIVO,3.0,VTA-0000495,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000496,YAPE,8.0,VTA-0000496,1,1,1,8.0,0.0,8.0,1.0,2,1,0,2
VTA-0000497,YAPE,2.5,VTA-0000497,1,1,1,2.5,0.0,2.5,1.0,0,1,0,0
VTA-0000498,EFECTIVO,2.5,VTA-0000498,1,1,1,2.5,0.0,2.5,1.0,0,1,0,0
VTA-0000499,EFECTIVO,5.0,VTA-0000499,1,1,1,5.0,0.0,5.0,1.0,2,1,0,2
VTA-0000501,EFECTIVO,2.4,VTA-0000501,4,1,1,2.4,0.0,0.6,0.25,1,0,1,1
VTA-0000503,EFECTIVO,5.0,VTA-0000503,1,1,1,5.0,0.0,5.0,1.0,2,1,0,2
VTA-0000504,YAPE,4.0,VTA-0000504,2,2,1,3.0,1.4142135623730951,2.0,1.0,0,2,2,0
VTA-0000505,YAPE,3.0,VTA-0000505,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000507,YAPE,9.0,VTA-0000507,2,2,1,8.0,4.949747468305833,4.5,1.0,2,-1,2,2
VTA-0000509,EFECTIVO,1.8,VTA-0000509,3,1,1,1.8,0.0,0.6,0.3333333333333333,1,0,1,1
VTA-0000512,EFECTIVO,9.0,VTA-0000512,3,1,1,9.0,0.0,3.0,0.3333333333333333,2,-1,2,2
VTA-0000513,YAPE,1.5,VTA-0000513,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000514,YAPE,0.5,VTA-0000514,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000515,EFECTIVO,1.0,VTA-0000515,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000516,EFECTIVO,3.0,VTA-0000516,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000518,YAPE,0.1,VTA-0000518,1,1,1,0.1,0.0,0.1,1.0,0,1,0,0
VTA-0000519,YAPE,6.0,VTA-0000519,1,1,1,6.0,0.0,6.0,1.0,2,1,0,2
VTA-0000520,EFECTIVO,9.0,VTA-0000520,1,1,1,9.0,0.0,9.0,1.0,2,1,0,2
VTA-0000521,EFECTIVO,2.0,VTA-0000521,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000523,YAPE,6.0,VTA-0000523,2,2,1,3.0,0.0,3.0,1.0,0,2,2,0
VTA-0000524,EFECTIVO,3.0,VTA-0000524,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000525,YAPE,4.0,VTA-0000525,2,2,1,2.0,0.0,2.0,1.0,0,2,2,0
VTA-0000526,YAPE,1.0,VTA-0000526,10,1,1,1.0,0.0,0.1,0.1,1,0,1,1
VTA-0000527,EFECTIVO,0.1,VTA-0000527,1,1,1,0.1,0.0,0.1,1.0,0,1,0,0
VTA-0000528,EFECTIVO,1.0,VTA-0000528,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000529,EFECTIVO,0.1,VTA-0000529,1,1,1,0.1,0.0,0.1,1.0,0,1,0,0
VTA-0000530,EFECTIVO,3.0,VTA-0000530,2,2,1,2.0,0.7071067811865476,1.5,1.0,0,2,2,0
VTA-0000531,EFECTIVO,1.0,VTA-0000531,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000532,YAPE,0.1,VTA-0000532,1,1,1,0.1,0.0,0.1,1.0,0,1,0,0
VTA-0000533,EFECTIVO,1.0,VTA-0000533,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000534,EFECTIVO,1.0,VTA-0000534,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000535,EFECTIVO,1.0,VTA-0000535,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000536,YAPE,2.5,VTA-0000536,1,1,1,2.5,0.0,2.5,1.0,0,1,0,0
VTA-0000537,YAPE,3.0,VTA-0000537,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000538,EFECTIVO,1.5,VTA-0000538,1,1,1,1.5,0.0,1.5,1.0,0,1,0,0
VTA-0000539,EFECTIVO,5.0,VTA-0000539,2,1,1,5.0,0.0,2.5,0.5,2,0,0,2
VTA-0000540,EFECTIVO,8.0,VTA-0000540,1,1,1,8.0,0.0,8.0,1.0,2,1,0,2
VTA-0000541,EFECTIVO,7.0,VTA-0000541,14,1,1,7.0,0.0,0.5,0.07142857142857142,1,-1,1,1
VTA-0000542,YAPE,1.0,VTA-0000542,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000543,EFECTIVO,2.0,VTA-0000543,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000544,EFECTIVO,0.7,VTA-0000544,7,1,1,0.7,0.0,0.09999999999999999,0.14285714285714285,1,0,1,1
VTA-0000546,YAPE,5.0,VTA-0000546,1,1,1,5.0,0.0,5.0,1.0,2,1,0,2
VTA-0000547,YAPE,1.0,VTA-0000547,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000548,EFECTIVO,5.0,VTA-0000548,1,1,1,5.0,0.0,5.0,1.0,2,1,0,2
VTA-0000549,EFECTIVO,1.0,VTA-0000549,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000550,EFECTIVO,1.0,VTA-0000550,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000551,EFECTIVO,2.5,VTA-0000551,1,1,1,2.5,0.0,2.5,1.0,0,1,0,0
VTA-0000552,EFECTIVO,1.0,VTA-0000552,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000553,EFECTIVO,1.0,VTA-0000553,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000554,YAPE,2.0,VTA-0000554,2,1,1,2.0,0.0,1.0,0.5,0,0,0,0
VTA-0000555,YAPE,7.0,VTA-0000555,1,1,1,7.0,0.0,7.0,1.0,2,1,0,2
VTA-0000556,EFECTIVO,1.0,VTA-0000556,12,1,1,1.0,0.0,0.08333333333333333,0.08333333333333333,1,0,1,1
VTA-0000557,EFECTIVO,2.0,VTA-0000557,1,1,1,2.0,0.0,2.0,1.0,0,1,0,0
VTA-0000558,EFECTIVO,8.0,VTA-0000558,2,2,1,6.5,3.5355339059327378,4.0,1.0,2,-1,2,2
VTA-0000559,EFECTIVO,1.0,VTA-0000559,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000560,EFECTIVO,1.5,VTA-0000560,3,1,1,1.5,0.0,0.5,0.3333333333333333,1,0,1,1
VTA-0000561,EFECTIVO,1.0,VTA-0000561,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000562,EFECTIVO,0.5,VTA-0000562,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000563,EFECTIVO,1.0,VTA-0000563,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000564,EFECTIVO,1.0,VTA-0000564,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000565,YAPE,3.0,VTA-0000565,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000566,YAPE,6.0,VTA-0000566,2,1,1,6.0,0.0,3.0,0.5,2,0,2,2
VTA-0000567,YAPE,3.0,VTA-0000567,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000568,EFECTIVO,3.0,VTA-0000568,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000569,EFECTIVO,6.5,VTA-0000569,1,1,1,6.5,0.0,6.5,1.0,2,1,0,2
VTA-0000570,EFECTIVO,7.0,VTA-0000570,4,1,1,7.0,0.0,1.75,0.25,2,0,2,2
VTA-0000571,EFECTIVO,2.5,VTA-0000571,1,1,1,2.5,0.0,2.5,1.0,0,1,0,0
VTA-0000572,EFECTIVO,9.0,VTA-0000572,1,1,1,9.0,0.0,9.0,1.0,2,1,0,2
VTA-0000573,EFECTIVO,7.5,VTA-0000573,5,4,1,3.6,1.2257650672131264,1.5,0.8,1,-1,1,1
VTA-0000574,YAPE,1.0,VTA-0000574,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000576,EFECTIVO,1.0,VTA-0000576,12,1,1,1.0,0.0,0.08333333333333333,0.08333333333333333,1,0,1,1
VTA-0000578,EFECTIVO,0.5,VTA-0000578,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000579,EFECTIVO,0.5,VTA-0000579,1,1,1,0.5,0.0,0.5,1.0,0,1,0,0
VTA-0000580,YAPE,5.0,VTA-0000580,1,1,1,5.0,0.0,5.0,1.0,2,1,0,2
VTA-0000581,EFECTIVO,1.0,VTA-0000581,5,1,1,1.0,0.0,0.2,0.2,1,0,1,1
VTA-0000582,YAPE,1.0,VTA-0000582,2,1,1,1.0,0.0,0.5,0.5,0,0,0,0
VTA-0000583,YAPE,5.0,VTA-0000583,2,2,1,2.5,0.0,2.5,1.0,0,2,2,0
VTA-0000584,EFECTIVO,2.0,VTA-0000584,2,2,1,1.0,0.0,1.0,1.0,0,2,2,0
VTA-0000585,EFECTIVO,9.0,VTA-0000585,1,1,1,9.0,0.0,9.0,1.0,2,1,0,2
VTA-0000586,EFECTIVO,1.0,VTA-0000586,1,1,1,1.0,0.0,1.0,1.0,0,1,0,0
VTA-0000587,YAPE,3.0,VTA-0000587,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000588,EFECTIVO,3.0,VTA-0000588,1,1,1,3.0,0.0,3.0,1.0,0,1,0,0
VTA-0000589,YAPE,3.5,VTA-0000589,2,2,1,2.5,1.0606601717798212,1.75,1.0,0,2,2,0
