ID;Fecha;Metodo_Pago;ID_Cliente;Total
VTA-0000460;7/5/2026;YAPE;1;0.2
VTA-0000461;7/5/2026;EFECTIVO;1;6
VTA-0000462;7/5/2026;YAPE;1;1
VTA-0000463;7/5/2026;YAPE;1;1
VTA-0000464;7/5/2026;EFECTIVO;1;1.8
VTA-0000465;7/5/2026;EFECTIVO;1;3.2
VTA-0000466;7/5/2026;EFECTIVO;1;1
VTA-0000467;8/5/2026;YAPE;1;8
VTA-0000468;8/5/2026;EFECTIVO;1;2
VTA-0000469;8/5/2026;EFECTIVO;1;4
VTA-0000470;8/5/2026;YAPE;1;2.5
VTA-0000471;8/5/2026;YAPE;1;2
VTA-0000472;11/5/2026;EFECTIVO;1;2
VTA-0000473;11/5/2026;EFECTIVO;1;2
VTA-0000474;11/5/2026;EFECTIVO;1;1
VTA-0000475;11/5/2026;EFECTIVO;1;0.5
VTA-0000476;11/5/2026;EFECTIVO;1;3
VTA-0000477;11/5/2026;EFECTIVO;1;3
VTA-0000478;11/5/2026;EFECTIVO;1;2
VTA-0000479;11/5/2026;YAPE;1;7.3
VTA-0000480;11/5/2026;EFECTIVO;1;1.2
VTA-0000481;11/5/2026;EFECTIVO;1;1
VTA-0000482;5/12/2026 11:29:39;EFECTIVO;1;6.5
VTA-0000483;5/12/2026 11:30:54;EFECTIVO;1;3
VTA-0000484;5/12/2026 11:31:45;EFECTIVO;1;3
VTA-0000485;5/12/2026 11:32:03;EFECTIVO;1;0.6
VTA-0000486;5/12/2026 11:34:00;EFECTIVO;1;3
VTA-0000487;5/12/2026 11:34:27;EFECTIVO;1;4.3
VTA-0000488;5/12/2026 11:34:48;EFECTIVO;1;2.5
VTA-0000489;5/12/2026 11:35:21;YAPE;1;2
VTA-0000490;5/12/2026 11:35:21;EFECTIVO;1;4
VTA-0000491;5/13/2026 7:59:05;YAPE;1;1.5
VTA-0000492;5/13/2026 8:00:00;EFECTIVO;1;3
VTA-0000493;5/13/2026 8:10:17;EFECTIVO;1;8.6
VTA-0000494;5/13/2026 8:10:44;EFECTIVO;1;4
VTA-0000495;5/13/2026 8:10:57;EFECTIVO;1;3
VTA-0000496;5/13/2026 8:13:06;YAPE;1;8
VTA-0000497;5/13/2026 8:14:17;YAPE;1;2.5
VTA-0000498;5/13/2026 8:14:55;EFECTIVO;1;2.5
VTA-0000499;5/13/2026 8:15:33;EFECTIVO;1;5
VTA-0000500;5/13/2026 8:16:11;YAPE;1;3.6
VTA-0000501;5/13/2026 8:16:49;EFECTIVO;1;2.4
VTA-0000502;5/13/2026 8:17:27;YAPE;1;12.5
VTA-0000503;14/5/2026;EFECTIVO;1;5
VTA-0000504;14/5/2026;YAPE;1;4
VTA-0000505;14/5/2026;YAPE;1;3
VTA-0000506;14/5/2026;EFECTIVO;1;2.8
VTA-0000507;5/15/2026 11:00:40;YAPE;1;9
VTA-0000508;5/15/2026 11:01:22;EFECTIVO;1;5.2
VTA-0000509;5/15/2026 11:01:49;EFECTIVO;1;1.8
VTA-0000510;5/15/2026 11:02:07;YAPE;1;1.6
VTA-0000511;5/15/2026 11:03:28;EFECTIVO;1;1.6
VTA-0000512;5/15/2026 11:00:40;EFECTIVO;1;9
VTA-0000513;5/15/2026 11:00:40;YAPE;1;1.5
VTA-0000514;5/15/2026 11:00:40;YAPE;1;0.5
VTA-0000515;5/18/2026 10:27:01;EFECTIVO;1;1
VTA-0000516;5/18/2026 10:27:50;EFECTIVO;1;3
VTA-0000517;5/18/2026 10:29:35;YAPE;1;12.5
VTA-0000518;5/18/2026 10:30:06;YAPE;1;0.1
VTA-0000519;5/18/2026 10:30:52;YAPE;1;6
VTA-0000520;5/18/2026 10:31:17;EFECTIVO;1;9
VTA-0000521;5/18/2026 10:37:37;EFECTIVO;1;2
VTA-0000522;5/18/2026 10:38:31;YAPE;1;2
VTA-0000523;5/18/2026 10:27:01;YAPE;1;6
VTA-0000524;5/18/2026 10:27:01;EFECTIVO;1;3
VTA-0000525;5/18/2026 10:27:01;YAPE;1;4
VTA-0000526;5/18/2026 10:27:01;YAPE;1;1
VTA-0000527;5/18/2026 10:27:01;EFECTIVO;1;0.1
VTA-0000528;5/18/2026 10:27:01;EFECTIVO;1;1
VTA-0000529;5/18/2026 10:27:01;EFECTIVO;1;0.1
VTA-0000530;19/5/2026;EFECTIVO;1;3
VTA-0000531;19/5/2026;EFECTIVO;1;1
VTA-0000532;19/5/2026;YAPE;1;0.1
VTA-0000533;19/5/2026;EFECTIVO;1;1
VTA-0000534;19/5/2026;EFECTIVO;1;1
VTA-0000535;19/5/2026;EFECTIVO;1;1
VTA-0000536;19/5/2026;YAPE;1;2.5
VTA-0000537;19/5/2026;YAPE;1;3
VTA-0000538;19/5/2026;EFECTIVO;1;1.5
VTA-0000539;19/5/2026;EFECTIVO;1;5
VTA-0000540;22/5/2026;EFECTIVO;1;8
VTA-0000541;22/5/2026;EFECTIVO;1;7
VTA-0000542;22/5/2026;YAPE;1;1
VTA-0000543;22/5/2026;EFECTIVO;1;2
VTA-0000544;22/5/2026;EFECTIVO;1;0.7
VTA-0000545;22/5/2026;YAPE;1;25
VTA-0000546;22/5/2026;YAPE;1;5
VTA-0000547;20/5/2026;YAPE;1;1
VTA-0000548;20/5/2026;EFECTIVO;1;5
VTA-0000549;20/5/2026;EFECTIVO;1;1
VTA-0000550;20/5/2026;EFECTIVO;1;1
VTA-0000551;20/5/2026;EFECTIVO;1;2.5
VTA-0000552;20/5/2026;EFECTIVO;1;1
VTA-0000553;20/5/2026;EFECTIVO;1;1
VTA-0000554;20/5/2026;YAPE;1;2
VTA-0000555;20/5/2026;YAPE;1;7
VTA-0000556;20/5/2026;EFECTIVO;1;1
VTA-0000557;21/5/2026;EFECTIVO;1;2
VTA-0000558;21/5/2026;EFECTIVO;1;8
VTA-0000559;21/5/2026;EFECTIVO;1;1
VTA-0000560;21/5/2026;EFECTIVO;1;1.5
VTA-0000561;25/5/2026;EFECTIVO;1;1
VTA-0000562;25/5/2026;EFECTIVO;1;0.5
VTA-0000563;25/5/2026;EFECTIVO;1;1
VTA-0000564;25/5/2026;EFECTIVO;1;1
VTA-0000565;25/5/2026;YAPE;1;3
VTA-0000566;25/5/2026;YAPE;1;6
VTA-0000567;25/5/2026;YAPE;1;3
VTA-0000568;25/5/2026;EFECTIVO;1;3
VTA-0000569;25/5/2026;EFECTIVO;1;6.5
VTA-0000570;26/5/26;EFECTIVO;1;7
VTA-0000571;26/5/26;EFECTIVO;1;2.5
VTA-0000572;26/5/26;EFECTIVO;1;9
VTA-0000573;26/5/26;EFECTIVO;1;7.5
VTA-0000574;26/5/26;YAPE;1;1
VTA-0000575;26/5/26;EFECTIVO;1;4.6
VTA-0000576;26/5/26;EFECTIVO;1;1
VTA-0000577;26/5/26;EFECTIVO;1;3.1
VTA-0000578;26/5/26;EFECTIVO;1;0.5
VTA-0000579;26/5/26;EFECTIVO;1;0.5
VTA-0000580;26/5/26;YAPE;1;5
VTA-0000581;27/5/26;EFECTIVO;1;1
VTA-0000582;27/5/26;YAPE;1;1
VTA-0000583;27/5/26;YAPE;1;5
VTA-0000584;27/5/26;EFECTIVO;1;2
VTA-0000585;27/5/26;EFECTIVO;1;9
VTA-0000586;27/5/26;EFECTIVO;1;1
VTA-0000587;28/5/26;YAPE;1;3
VTA-0000588;28/5/26;EFECTIVO;1;3
VTA-0000589;28/5/26;YAPE;1;3.5
VTA-0000590;28/5/26;YAPE;1;3
VTA-0000591;28/5/26;YAPE;1;5
VTA-0000592;28/5/26;EFECTIVO;1;6.7
VTA-0000593;28/5/26;EFECTIVO;1;4.3
VTA-0000594;28/5/26;YAPE;1;1.6
VTA-0000595;28/5/26;EFECTIVO;1;2.1
VTA-0000596;28/5/26;EFECTIVO;1;1
VTA-0000597;28/5/26;YAPE;1;3
VTA-0000598;6/1/2026 17:49:15;EFECTIVO;1;3
VTA-0000599;6/1/2026 17:50:42;YAPE;1;4
VTA-0000600;6/1/2026 17:51:34;YAPE;1;9.2
VTA-0000601;6/1/2026 17:53:07;EFECTIVO;1;18
VTA-0000602;6/1/2026 18:03:11;YAPE;1;2.5
VTA-0000603;6/2/2026 0:21:33;EFECTIVO;1;2
VTA-0000604;6/2/2026 0:23:03;YAPE;1;1.6
VTA-0000605;6/2/2026 0:23:26;EFECTIVO;1;1
VTA-0000606;6/2/2026 0:23:53;YAPE;1;1.5
VTA-0000607;6/2/2026 0:24:40;YAPE;1;0.9
VTA-0000608;6/2/2026 0:24:59;EFECTIVO;1;1
VTA-0000609;6/2/2026 0:25:16;EFECTIVO;1;1
VTA-0000610;6/2/2026 0:25:34;EFECTIVO;1;6.5
VTA-0000611;6/2/2026 0:32:14;EFECTIVO;1;18
VTA-0000612;6/2/2026 0:33:14;EFECTIVO;1;2.7
VTA-0000613;6/2/2026 0:33:51;YAPE;1;4.2
VTA-0000614;6/2/2026 0:34:23;YAPE;1;1
VTA-0000615;6/2/2026 0:35:17;YAPE;1;7
VTA-0000616;6/2/2026 0:35:46;YAPE;1;9.2
VTA-0000617;6/2/2026 0:37:17;YAPE;1;2.5
VTA-0000618;6/2/2026 0:37:48;EFECTIVO;1;1
VTA-0000619;6/2/2026 0:38:14;EFECTIVO;1;6
VTA-0000620;6/2/2026 0:49:47;EFECTIVO;1;0.1
VTA-0000621;6/7/2026 17:12:37;EFECTIVO;1;0.5
VTA-0000622;6/7/2026 18:41:15;YAPE;1;4.5
VTA-0000623;6/7/2026 18:41:50;YAPE;1;2
VTA-0000624;6/7/2026 18:42:15;YAPE;1;1.5
VTA-0000625;6/7/2026 18:42:52;EFECTIVO;1;1
VTA-0000626;6/7/2026 18:45:26;EFECTIVO;1;10.5
VTA-0000627;6/7/2026 18:46:30;YAPE;1;1
VTA-0000628;6/7/2026 18:47:02;EFECTIVO;1;4.6
VTA-0000629;6/7/2026 18:47:35;EFECTIVO;1;8.7
VTA-0000630;6/7/2026 18:51:41;EFECTIVO;1;2.5
VTA-0000631;6/7/2026 18:53:35;EFECTIVO;1;2
VTA-0000632;6/7/2026 18:55:10;YAPE;1;6
VTA-0000633;6/7/2026 18:56:14;YAPE;1;5.5
VTA-0000634;6/7/2026 18:58:33;EFECTIVO;1;12.5
VTA-0000635;6/7/2026 19:04:06;EFECTIVO;1;1
VTA-0000636;6/7/2026 19:04:45;EFECTIVO;1;3.2
VTA-0000637;6/7/2026 19:05:14;YAPE;1;2.9
VTA-0000638;6/7/2026 19:05:58;YAPE;1;6.5
VTA-0000639;6/7/2026 19:11:25;EFECTIVO;1;7.5
VTA-0000640;6/7/2026 19:13:42;EFECTIVO;1;1
VTA-0000641;6/7/2026 19:13:58;EFECTIVO;1;1
VTA-0000642;6/7/2026 19:14:55;EFECTIVO;1;1
VTA-0000643;6/7/2026 19:15:34;EFECTIVO;1;2.5
VTA-0000644;6/7/2026 19:15:53;YAPE;1;2.5
VTA-0000645;6/7/2026 19:16:58;EFECTIVO;1;4
VTA-0000646;6/7/2026 19:17:37;EFECTIVO;1;6
VTA-0000647;6/7/2026 19:22:47;YAPE;1;13
VTA-0000648;6/7/2026 19:23:58;EFECTIVO;1;1.5
VTA-0000649;6/7/2026 19:25:57;EFECTIVO;1;1
VTA-0000650;6/7/2026 19:26:26;YAPE;1;4
VTA-0000651;6/7/2026 19:27:20;EFECTIVO;1;1
VTA-0000652;6/7/2026 19:27:46;EFECTIVO;1;3
VTA-0000653;6/7/2026 19:28:16;EFECTIVO;1;6.5
VTA-0000654;6/7/2026 19:33:20;EFECTIVO;1;6.5
VTA-0000655;6/7/2026 19:34:14;EFECTIVO;1;1
VTA-0000656;6/7/2026 19:34:41;EFECTIVO;1;0.6
VTA-0000657;6/7/2026 19:35:08;YAPE;1;4
VTA-0000658;6/7/2026 19:35:43;EFECTIVO;1;2
VTA-0000659;6/7/2026 19:37:26;EFECTIVO;1;9.5
VTA-0000660;6/7/2026 19:44:46;YAPE;1;3
VTA-0000661;6/7/2026 19:45:15;EFECTIVO;1;3.9
VTA-0000662;6/7/2026 19:46:19;EFECTIVO;1;2
VTA-0000663;6/7/2026 19:46:52;YAPE;1;2
VTA-0000664;6/7/2026 19:48:40;EFECTIVO;1;1.5
VTA-0000665;6/7/2026 19:50:10;EFECTIVO;1;1.5
VTA-0000666;6/7/2026 19:54:51;EFECTIVO;1;2
VTA-0000667;6/7/2026 19:57:35;EFECTIVO;1;1
VTA-0000668;6/7/2026 19:58:03;YAPE;1;1.5
VTA-0000669;6/7/2026 19:58:40;EFECTIVO;1;1.9
VTA-0000670;6/7/2026 19:59:04;YAPE;1;1
VTA-0000671;6/7/2026 19:59:57;EFECTIVO;1;1.5
VTA-0000672;6/7/2026 20:00:37;EFECTIVO;1;0.7
VTA-0000673;6/7/2026 20:01:05;EFECTIVO;1;0.5
VTA-0000674;6/7/2026 20:01:27;EFECTIVO;1;1.5
VTA-0000675;6/7/2026 20:03:03;YAPE;1;18.4
VTA-0000676;6/7/2026 20:08:06;YAPE;1;25
VTA-0000677;6/7/2026 20:08:40;YAPE;1;8
VTA-0000678;6/7/2026 20:16:23;YAPE;1;18.3
VTA-0000679;6/7/2026 20:24:39;YAPE;1;21.3
VTA-0000680;6/12/2026 23:07:57;EFECTIVO;1;3
VTA-0000681;6/12/2026 23:09:32;EFECTIVO;1;3
VTA-0000682;6/12/2026 23:23:25;YAPE;1;4.5
VTA-0000683;6/12/2026 23:27:47;EFECTIVO;1;6.8
VTA-0000684;6/12/2026 23:28:10;EFECTIVO;1;0.2
VTA-0000685;6/12/2026 23:29:22;EFECTIVO;1;6.4
VTA-0000686;6/12/2026 23:32:35;EFECTIVO;1;1.5
VTA-0000687;6/12/2026 23:34:16;EFECTIVO;1;2.7
VTA-0000688;6/12/2026 23:35:18;YAPE;1;0.7
VTA-0000689;6/12/2026 23:35:55;EFECTIVO;1;3
VTA-0000690;6/12/2026 23:36:17;YAPE;1;3
VTA-0000691;6/12/2026 23:37:16;YAPE;1;3
VTA-0000692;6/12/2026 23:39:47;EFECTIVO;1;8.7
VTA-0000693;6/12/2026 23:40:42;EFECTIVO;1;4
VTA-0000694;6/12/2026 23:43:17;EFECTIVO;1;1
VTA-0000695;6/12/2026 23:44:38;EFECTIVO;1;4.5
VTA-0000696;6/12/2026 23:44:59;EFECTIVO;1;4.3
VTA-0000697;6/12/2026 23:49:44;EFECTIVO;1;8
VTA-0000698;6/12/2026 23:50:24;YAPE;1;2.5
VTA-0000699;6/12/2026 23:51:54;EFECTIVO;1;6.6
VTA-0000700;6/12/2026 23:52:34;EFECTIVO;1;3
VTA-0000701;6/12/2026 23:53:27;YAPE;1;7
VTA-0000702;6/13/2026 23:53:46;EFECTIVO;1;3
VTA-0000703;6/13/2026 23:54:57;YAPE;1;1.5
VTA-0000704;6/13/2026 23:55:32;YAPE;1;2
VTA-0000705;6/13/2026 23:56:49;EFECTIVO;1;4.5
VTA-0000706;6/13/2026 23:57:22;EFECTIVO;1;5.5
VTA-0000707;6/14/2026 0:00:00;YAPE;1;6.8
VTA-0000708;6/14/2026 0:04:01;EFECTIVO;1;4.5
VTA-0000709;6/14/2026 0:05:54;YAPE;1;4.3
VTA-0000710;6/14/2026 0:07:02;EFECTIVO;1;2.6
VTA-0000711;6/14/2026 0:07:29;EFECTIVO;1;7.5
VTA-0000712;6/14/2026 0:08:36;EFECTIVO;1;17.5
VTA-0000713;6/14/2026 0:09:36;EFECTIVO;1;0.5
VTA-0000714;6/14/2026 0:09:56;EFECTIVO;1;1
VTA-0000715;6/14/2026 0:10:26;YAPE;1;1
VTA-0000716;6/14/2026 0:10:53;YAPE;1;0.5
VTA-0000717;6/14/2026 0:11:59;EFECTIVO;1;4
VTA-0000718;6/14/2026 0:12:41;EFECTIVO;1;3
VTA-0000719;6/14/2026 0:13:01;EFECTIVO;1;0.2
VTA-0000720;6/14/2026 0:13:26;EFECTIVO;1;3.5
VTA-0000721;6/14/2026 0:14:04;EFECTIVO;1;3
VTA-0000722;6/14/2026 0:14:31;EFECTIVO;1;2
VTA-0000723;6/14/2026 0:14:41;EFECTIVO;1;0.3
VTA-0000724;6/14/2026 0:15:20;EFECTIVO;1;1.5
VTA-0000725;6/14/2026 0:16:04;EFECTIVO;1;7
VTA-0000726;6/14/2026 0:16:25;EFECTIVO;1;2
VTA-0000727;6/14/2026 0:17:46;YAPE;1;15
VTA-0000728;6/14/2026 0:19:24;YAPE;1;4
VTA-0000729;6/14/2026 0:19:38;EFECTIVO;1;0.5
VTA-0000730;6/14/2026 0:19:59;EFECTIVO;1;2
VTA-0000731;6/14/2026 0:20:21;YAPE;1;4
VTA-0000732;6/14/2026 0:20:42;EFECTIVO;1;1.3
VTA-0000733;6/14/2026 0:21:14;EFECTIVO;1;4
VTA-0000734;6/14/2026 0:23:23;EFECTIVO;1;15
VTA-0000735;6/14/2026 21:18:51;YAPE;1;3
VTA-0000736;6/14/2026 21:21:46;YAPE;1;3
VTA-0000737;6/14/2026 21:22:10;YAPE;1;3
VTA-0000738;6/14/2026 21:22:35;YAPE;1;3
VTA-0000739;6/14/2026 21:23:58;EFECTIVO;1;2
VTA-0000740;6/14/2026 21:24:35;YAPE;1;16.8
VTA-0000741;6/15/2026 10:14:05;EFECTIVO;1;1.6
VTA-0000742;6/15/2026 10:14:34;EFECTIVO;1;0.6
VTA-0000743;6/15/2026 10:14:54;YAPE;1;3
VTA-0000744;6/15/2026 10:16:28;YAPE;1;6.5
VTA-0000745;6/15/2026 10:19:57;EFECTIVO;1;7
VTA-0000746;6/15/2026 10:20:25;EFECTIVO;1;0.8
VTA-0000747;6/15/2026 10:20:50;EFECTIVO;1;3
VTA-0000748;6/15/2026 10:21:20;EFECTIVO;1;5.6
VTA-0000749;6/15/2026 10:24:38;EFECTIVO;1;1.5
VTA-0000750;6/15/2026 10:25:47;EFECTIVO;1;2
VTA-0000751;6/15/2026 10:27:23;EFECTIVO;1;4.5
VTA-0000752;16/6/26;YAPE;1;3
VTA-0000753;16/6/26;EFECTIVO;1;3
VTA-0000754;16/6/26;EFECTIVO;1;3
VTA-0000755;16/6/26;YAPE;1;1
VTA-0000756;16/6/26;YAPE;1;4
VTA-0000757;17/6/2026;YAPE;1;8.5
VTA-0000758;17/6/2026;YAPE;1;3.5
VTA-0000759;17/6/2026;EFECTIVO;1;1.5
VTA-0000760;17/6/2026;EFECTIVO;1;4.9
VTA-0000761;17/6/2026;EFECTIVO;1;2.4
VTA-0000762;17/6/2026;EFECTIVO;1;2.8
VTA-0000763;17/6/2026;EFECTIVO;1;1.6
VTA-0000764;17/6/2026;EFECTIVO;1;6
VTA-0000765;17/6/2026;YAPE;1;10
VTA-0000766;17/6/2026;EFECTIVO;1;3.9
VTA-0000767;17/6/2026;EFECTIVO;1;2.2
VTA-0000768;17/6/2026;EFECTIVO;1;2
VTA-0000769;17/6/2026;EFECTIVO;1;1
VTA-0000770;17/6/2026;EFECTIVO;1;0.5
VTA-0000771;17/6/2026;YAPE;1;2.4
VTA-0000772;17/6/2026;EFECTIVO;1;6
VTA-0000773;17/6/2026;EFECTIVO;1;0.6
VTA-0000774;18/6/2026;EFECTIVO;1;5
VTA-0000775;18/6/2026;YAPE;1;1.2
VTA-0000776;18/6/2026;EFECTIVO;1;1
VTA-0000777;18/6/2026;EFECTIVO;1;0.8
VTA-0000778;18/6/2026;EFECTIVO;1;1.2
VTA-0000779;18/6/2026;YAPE;1;2.4
VTA-0000780;18/6/2026;EFECTIVO;1;5
VTA-0000781;18/6/2026;EFECTIVO;1;5.6
VTA-0000782;18/6/2026;EFECTIVO;1;4
VTA-0000783;18/6/2026;EFECTIVO;1;0.5
VTA-0000784;18/6/2026;EFECTIVO;1;1.2
VTA-0000785;18/6/2026;YAPE;1;8.5
VTA-0000786;18/6/2026;EFECTIVO;1;0.1
VTA-0000787;18/6/2026;EFECTIVO;1;1.5
VTA-0000788;18/6/2026;EFECTIVO;1;8
VTA-0000789;19/6/2026;YAPE;1;3.2
VTA-0000790;19/6/2026;YAPE;1;0.5
VTA-0000791;19/6/2026;EFECTIVO;1;1.4
VTA-0000792;19/6/2026;YAPE;1;0.5
VTA-0000793;19/6/2026;EFECTIVO;1;0.7
VTA-0000794;19/6/2026;EFECTIVO;1;0.2
VTA-0000795;19/6/2026;EFECTIVO;1;4
VTA-0000796;20/6/2026;EFECTIVO;1;2.7
VTA-0000797;20/6/2026;EFECTIVO;1;1
VTA-0000798;20/6/2026;EFECTIVO;1;0.2
VTA-0000799;20/6/2026;YAPE;1;4
VTA-0000800;20/6/2026;YAPE;1;5.5
VTA-0000801;20/6/2026;YAPE;1;24.6
VTA-0000802;21/6/2026;EFECTIVO;1;6
VTA-0000803;21/6/2026;EFECTIVO;1;3
VTA-0000804;21/6/2026;EFECTIVO;1;2
VTA-0000805;21/6/2026;YAPE;1;2
VTA-0000806;21/6/2026;EFECTIVO;1;10
VTA-0000807;21/6/2026;YAPE;1;1.6
VTA-0000808;21/6/2026;EFECTIVO;1;7.3
VTA-0000809;21/6/2026;YAPE;1;4
VTA-0000810;21/6/2026;YAPE;1;1.5
VTA-0000811;21/6/2026;EFECTIVO;1;4
VTA-0000812;21/6/2026;EFECTIVO;1;8.9
VTA-0000813;21/6/2026;YAPE;1;5
VTA-0000814;23/6/2026;YAPE;1;5.5
VTA-0000815;23/6/2026;EFECTIVO;1;5
VTA-0000816;23/6/2026;EFECTIVO;1;5
VTA-0000817;23/6/2026;YAPE;1;5
VTA-0000818;23/6/2026;EFECTIVO;1;5.2
VTA-0000819;23/6/2026;EFECTIVO;1;4.6
VTA-0000820;23/6/2026;YAPE;1;7
VTA-0000821;23/6/2026;EFECTIVO;1;1.5
VTA-0000822;23/6/2026;EFECTIVO;1;1
VTA-0000823;24/6/2026;EFECTIVO;1;8
VTA-0000824;24/6/2026;YAPE;1;6.5
VTA-0000825;24/6/2026;EFECTIVO;1;0.8
VTA-0000826;24/6/2026;YAPE;1;3
VTA-0000827;24/6/2026;EFECTIVO;1;1
VTA-0000828;24/6/2026;EFECTIVO;1;2.7
VTA-0000829;24/6/2026;YAPE;1;1
VTA-0000830;25/6/2026;EFECTIVO;1;3
VTA-0000831;25/6/2026;YAPE;1;8
VTA-0000832;25/6/2026;YAPE;1;2.5
VTA-0000833;25/6/2026;EFECTIVO;1;3
VTA-0000834;25/6/2026;EFECTIVO;1;2.7
VTA-0000835;27/6/26;EFECTIVO;1;3
VTA-0000836;27/6/26;EFECTIVO;1;8
VTA-0000837;27/6/26;EFECTIVO;1;3
VTA-0000838;27/6/26;EFECTIVO;1;2.5
VTA-0000839;27/6/26;EFECTIVO;1;3
VTA-0000840;27/6/26;EFECTIVO;1;3
VTA-0000841;27/6/26;YAPE;1;3
VTA-0000842;27/6/26;YAPE;1;3
VTA-0000843;27/6/26;YAPE;1;5
VTA-0000844;27/6/26;YAPE;1;6
VTA-0000845;27/6/26;EFECTIVO;1;3
VTA-0000846;27/6/26;YAPE;1;3
VTA-0000847;27/6/26;YAPE;1;6
VTA-0000848;27/6/26;YAPE;1;3
VTA-0000849;27/6/26;EFECTIVO;1;3
VTA-0000850;28/6/2026;EFECTIVO;1;14.4
VTA-0000851;28/6/2026;EFECTIVO;1;1
VTA-0000852;30/6/2026;YAPE;1;3.5
VTA-0000853;30/6/2026;EFECTIVO;1;3.2
VTA-0000854;30/6/2026;EFECTIVO;1;0.6
VTA-0000855;7/1/2026 13:11:10;EFECTIVO;1;1.5
VTA-0000856;7/1/2026 13:11:10;EFECTIVO;1;4
VTA-0000857;7/1/2026 13:11:10;EFECTIVO;1;2
VTA-0000858;7/1/2026 13:11:10;EFECTIVO;1;1
VTA-0000859;7/1/2026 13:11:10;EFECTIVO;1;1
VTA-0000860;7/1/2026 13:11:10;EFECTIVO;1;2
VTA-0000861;7/1/2026 13:11:10;YAPE;1;4
VTA-0000862;7/1/2026 13:11:10;EFECTIVO;1;0.5
VTA-0000863;7/1/2026 13:11:10;YAPE;1;0.5
VTA-0000864;7/1/2026 13:11:10;EFECTIVO;1;0.5
VTA-0000865;7/1/2026 13:11:10;EFECTIVO;1;0.5
VTA-0000866;7/1/2026 13:11:10;EFECTIVO;1;1
VTA-0000867;7/1/2026 13:11:10;YAPE;1;0.5
VTA-0000868;7/1/2026 13:11:10;EFECTIVO;1;1
VTA-0000869;7/1/2026 13:11:10;EFECTIVO;1;0.5
VTA-0000870;7/1/2026 13:11:10;EFECTIVO;1;2
VTA-0000871;7/1/2026 13:11:10;EFECTIVO;1;1.9
VTA-0000872;7/1/2026 13:11:10;EFECTIVO;1;3.1
VTA-0000873;7/1/2026 13:11:10;EFECTIVO;1;0.5
VTA-0000874;7/1/2026 13:11:10;YAPE;1;5.5
VTA-0000875;7/1/2026 13:11:10;YAPE;1;0.5
VTA-0000876;7/2/2026 13:11:10;EFECTIVO;1;0.5
VTA-0000877;7/2/2026 13:11:10;YAPE;1;8
VTA-0000878;7/2/2026 13:11:10;EFECTIVO;1;0.5
VTA-0000879;7/2/2026 13:11:10;YAPE;1;8
VTA-0000880;7/2/2026 13:11:10;YAPE;1;0.5
VTA-0000881;7/2/2026 13:11:10;EFECTIVO;1;3
VTA-0000882;7/2/2026 13:11:10;EFECTIVO;1;2
VTA-0000883;7/2/2026 13:11:10;EFECTIVO;1;3
VTA-0000884;7/3/2026 13:11:10;EFECTIVO;1;1
VTA-0000885;7/3/2026 13:11:10;EFECTIVO;1;1
VTA-0000886;7/3/2026 13:11:10;EFECTIVO;1;1
VTA-0000887;7/3/2026 13:11:10;EFECTIVO;1;1
VTA-0000888;7/3/2026 13:11:10;EFECTIVO;1;0.4
VTA-0000889;7/3/2026 13:11:10;EFECTIVO;1;1
VTA-0000890;7/3/2026 13:11:10;YAPE;1;1
VTA-0000891;7/3/2026 13:11:10;YAPE;1;12.5
VTA-0000892;7/3/2026 13:11:10;EFECTIVO;1;2.9
VTA-0000893;7/3/2026 13:11:10;EFECTIVO;1;2
VTA-0000894;7/3/2026 13:11:10;YAPE;1;1
VTA-0000895;7/3/2026 13:11:10;EFECTIVO;1;3.2
VTA-0000896;7/3/2026 13:11:10;EFECTIVO;1;1
VTA-0000897;7/3/2026 13:11:10;EFECTIVO;1;0.5
VTA-0000898;7/3/2026 13:11:10;YAPE;1;2.4
VTA-0000899;7/7/2026;EFECTIVO;1;0.5
VTA-0000900;7/7/2026;EFECTIVO;1;2.5
VTA-0000901;7/7/2026;EFECTIVO;1;0.5
VTA-0000902;7/7/2026;YAPE;1;3
VTA-0000903;7/7/2026;YAPE;1;2.5
VTA-0000904;7/7/2026;EFECTIVO;1;1
VTA-0000905;7/7/2026;EFECTIVO;1;5
VTA-0000906;7/7/2026;EFECTIVO;1;3.5
VTA-0000907;7/7/2026;EFECTIVO;1;2.9
VTA-0000908;7/7/2026;EFECTIVO;1;4.8
VTA-0000909;7/7/2026;EFECTIVO;1;1
VTA-0000910;7/7/2026;YAPE;1;16
VTA-0000911;8/7/2026;EFECTIVO;1;1.5
VTA-0000912;8/7/2026;EFECTIVO;1;0.5
VTA-0000913;8/7/2026;EFECTIVO;1;1.5
VTA-0000914;8/7/2026;EFECTIVO;1;2
VTA-0000915;8/7/2026;EFECTIVO;1;0.4
VTA-0000916;8/7/2026;EFECTIVO;1;2
VTA-0000917;8/7/2026;EFECTIVO;1;2.5
VTA-0000918;8/7/2026;EFECTIVO;1;3.2
VTA-0000919;8/7/2026;EFECTIVO;1;4.8
VTA-0000920;8/7/2026;YAPE;1;1
VTA-0000921;9/7/2026;EFECTIVO;1;2
VTA-0000922;9/7/2026;EFECTIVO;1;3
VTA-0000923;9/7/2026;EFECTIVO;1;3
VTA-0000924;9/7/2026;EFECTIVO;1;0.4
VTA-0000925;9/7/2026;EFECTIVO;1;0.5
